,X,YYYY.MM.DD,HH.mm.SS.ss,ET,MAG,M,LAT,LON,DEPTH,Q,EVID,NPH,NGRM
17355,1633,6/20/75,15:40.8,le,4.17,l,32.775,-115.432,15.1,A,3022740,73,0
17690,1968,8/2/75,14:07.8,le,4.9,l,33.525,-116.544,14.4,A,3023147,106,0
18190,2468,11/15/75,13:27.6,le,4.48,l,34.305,-116.331,7.6,B,3006356,103,0
18399,2677,12/14/75,16:19.9,le,4.21,l,34.292,-116.327,2.3,A,3006584,108,0
18501,2779,12/25/75,18:52.2,le,4.02,l,32.861,-116.265,13.3,B,3006695,84,0
18556,15,1/1/76,20:12.9,le,4.38,l,33.972,-117.896,10.2,A,3001636,88,0
18615,74,1/10/76,58:16.4,le,4.99,l,32.128,-115.447,12,C,3001715,96,0
18621,80,1/11/76,05:28.2,le,4.17,l,32.095,-115.469,13,D,3001721,58,0
18678,137,1/17/76,58:53.5,le,4.81,l,32.111,-115.473,12,C,3001788,96,0
18749,208,1/27/76,40:56.6,le,4.56,l,32.019,-115.483,12,D,3001867,89,0
19132,591,3/16/76,40:59.2,le,4.03,l,32.097,-115.467,14.1,D,3002363,64,0
19136,595,3/16/76,00:36.3,le,4.3,l,32.073,-115.457,13.9,D,3002370,61,0
19355,814,4/8/76,21:38.0,le,4.47,l,34.358,-118.673,15.1,A,3002657,121,0
19715,1174,5/7/76,22:09.9,le,4.07,l,32.149,-115.502,14.6,C,152913,64,0
20471,1930,8/1/76,18:47.6,le,4.32,l,34.896,-116.549,1.8,A,153821,106,0
20546,2005,8/11/76,24:55.5,le,4.3,l,33.492,-116.522,20.8,B,3001481,110,0
21202,2661,10/9/76,09:28.0,le,4.18,l,33.348,-116.205,9.9,A,150626,78,0
21306,2765,10/18/76,26:52.0,le,4.29,l,32.667,-117.955,30.6,C,150750,82,0
21624,3083,11/4/76,41:37.8,le,5.06,l,33.115,-115.616,4.6,A,149237,58,0
21698,3157,11/4/76,12:50.5,le,4.39,l,33.124,-115.613,14.2,A,149310,77,0
22070,3529,11/22/76,55:11.6,le,4.16,l,33.95,-118.629,11.8,A,152235,89,0
22834,154,1/17/77,13:19.8,le,4.27,l,32.514,-115.213,10,C,3332408,36,0
25076,2396,8/12/77,19:26.1,le,4.37,l,34.371,-118.458,10.8,A,3334224,81,0
25602,2922,9/24/77,28:24.4,le,4.02,l,34.459,-118.418,13.3,A,3334905,87,0
26554,3874,11/4/77,12:48.2,re,4.11,l,36.632,-121.644,6,D,3335877,13,0
26726,4046,11/14/77,05:48.1,le,4.04,l,32.813,-115.479,10,C,3336061,45,0
26954,4274,11/14/77,20:20.0,le,4.09,l,32.804,-115.456,10,C,3336201,39,0
27316,4636,11/29/77,42:00.1,re,4.02,l,36.032,-120.634,6,D,3336582,12,0
27588,4908,12/15/77,15:27.9,re,4.03,l,36.533,-121.302,6,D,3336933,22,0
28722,882,3/1/78,54:31.0,le,4.2,h,34.549,-116.764,2.1,A,3337638,19,0
28932,1092,3/11/78,57:51.3,le,4.7,l,32.601,-115.293,10,C,3337861,25,0
28940,1100,3/12/78,30:18.0,le,4.71,l,32.322,-115.118,6,D,3337866,34,0
28998,1158,3/12/78,42:22.9,le,4.8,l,32.175,-115.095,6,D,3337924,39,0
29152,1312,3/16/78,51:10.5,le,4.1,h,32.338,-115.126,6,C,3338092,26,0
30149,2309,5/5/78,03:15.8,le,5.03,l,32.264,-115.31,10,C,3339262,62,0
30170,2330,5/7/78,41:38.5,le,4.14,l,32.181,-115.319,10,C,3339290,56,0
30587,2747,6/5/78,03:03.8,le,4.42,l,33.4,-116.675,16.7,A,3339828,106,0
30748,2908,6/16/78,21:32.0,le,4.16,l,35.041,-119.129,11,A,3340018,72,0
31663,3823,8/13/78,54:52.9,le,5.08,l,34.314,-119.706,18,C,10012262,102,0
31995,4155,8/19/78,31:04.7,le,4.01,l,32.251,-116.89,6,C,3341175,91,0
33541,5701,11/20/78,55:09.3,le,4.27,l,34.147,-116.96,14.5,A,3314007,109,0
34099,9,1/1/79,14:38.6,le,5.21,l,33.916,-118.687,13.3,A,12228815,100,0
34967,877,2/12/79,48:42.4,le,4.2,l,33.449,-116.414,11.3,A,3346051,102,0
35433,1343,3/15/79,17:50.3,le,4.83,l,34.305,-116.412,8.3,A,3346630,129,0
35467,1377,3/15/79,07:16.8,le,5.23,l,34.326,-116.416,9.3,A,3346646,123,0
35484,1394,3/15/79,34:25.9,le,4.47,l,34.349,-116.429,8.9,A,3346651,96,0
35553,1463,3/15/79,07:57.6,le,4.77,l,34.344,-116.407,2,C,3346693,107,0
36245,2155,3/18/79,53:02.8,le,4.07,l,34.228,-116.346,11.2,A,3347244,98,0
38555,4465,6/13/79,46:46.1,le,4.11,l,33.062,-115.596,10,C,12246951,55,0
38632,4542,6/14/79,39:28.1,le,4.54,l,35.736,-117.974,5.8,A,3349792,119,0
39094,5004,6/29/79,53:20.4,le,4.4,l,34.245,-116.891,11.3,A,3350266,101,0
39126,5036,6/30/79,34:11.6,le,4.83,l,34.242,-116.882,12.6,A,3350295,109,0
39150,5060,6/30/79,03:52.9,le,4.36,l,34.248,-116.889,12.9,A,3350317,114,0
40835,6745,10/15/79,16:53.9,le,6.4,w,32.667,-115.359,15,C,3352060,88,0
40838,6748,10/15/79,19:30.0,le,5.2,h,32.766,-115.441,9.2,D,9712718,0,0
40883,6793,10/15/79,55:05.1,le,4.12,l,32.916,-115.531,10,C,12263899,28,0
40913,6823,10/16/79,22:14.2,le,4.08,l,32.958,-115.52,10,D,9712994,0,0
40950,6860,10/16/79,00:14.4,le,4.59,l,32.881,-115.51,10,C,3352106,22,0
40962,6872,10/16/79,14:21.6,le,4.22,l,32.997,-115.561,6,C,9713174,15,0
41065,6975,10/16/79,10:47.7,le,4.5,l,32.955,-115.564,10,C,3352140,58,0
41095,7005,10/16/79,39:34.8,le,4.58,l,32.957,-115.579,10,C,12264523,74,0
41224,7134,10/16/79,49:10.8,le,5.06,l,32.954,-115.559,10,C,3352186,83,0
41246,7156,10/16/79,12:00.9,le,4.02,l,32.924,-115.525,10,C,12265043,35,0
41248,7158,10/16/79,13:44.9,le,4.23,l,32.741,-115.647,6,C,12265055,21,0
41252,7162,10/16/79,19:49.5,le,5.04,l,32.948,-115.548,10,C,3352194,37,0
41286,7196,10/16/79,55:23.8,le,4.54,l,32.992,-115.56,10,C,3352203,49,0
41288,7198,10/16/79,58:43.4,le,5.8,l,32.999,-115.558,14.2,B,3310205,19,0
41310,7220,10/16/79,23:24.9,le,4.16,l,32.894,-115.518,10,C,3352211,49,0
41520,7430,10/16/79,46:55.9,le,4.7,l,32.93,-115.589,10,C,3352292,84,0
41521,7431,10/16/79,47:55.4,le,4.3,h,32.951,-115.561,10,C,12265859,11,0
41609,7519,10/16/79,00:02.3,le,4.03,l,33.039,-115.517,10,C,3352341,70,0
41803,7713,10/16/79,16:32.1,le,4.92,l,33.045,-115.527,10,C,3352470,87,0
42109,8019,10/17/79,14:38.3,le,4.13,l,32.921,-115.591,15,C,3352687,64,0
42136,8046,10/17/79,52:37.0,le,4.31,l,33.893,-118.658,10.7,A,12281891,82,0
42165,8075,10/17/79,45:33.9,le,4.62,l,33.054,-115.522,10,C,12281947,56,0
42433,8343,10/19/79,22:37.8,le,4.07,l,34.203,-117.529,7.1,A,3352948,84,0
43771,9681,12/12/79,37:41.2,le,4.01,l,32.177,-116.277,15,C,3354511,44,0
43796,9706,12/13/79,39:38.4,le,4.11,l,32.215,-115.307,15,C,3354534,28,0
43958,9868,12/21/79,40:22.4,le,4.75,l,32.441,-115.221,15,C,10067842,73,0
44738,678,2/25/80,47:38.4,le,5.34,l,33.475,-116.5,19.4,A,3326333,112,0
45908,1848,4/13/80,15:54.8,re,4.53,l,36.786,-121.578,6,D,3328039,97,0
46443,2383,5/29/80,38:45.0,le,4.65,l,34.981,-120.93,6,C,3308540,79,0
46545,2485,6/9/80,28:19.1,le,6.3,w,32.2,-115.122,6,C,9730174,22,0
46612,2552,6/9/80,00:42.5,le,4.43,l,32.272,-115.163,6,C,3306935,32,0
46677,2617,6/9/80,33:41.1,le,4.29,l,32.371,-115.224,6,C,9730626,25,0
48176,4116,9/24/80,08:38.9,re,4.32,l,36.185,-120.176,6,C,3302480,23,0
48206,4146,9/26/80,18:41.5,le,4.29,l,35.255,-119.377,9.9,A,3302524,40,0
48752,4692,10/31/80,55:36.6,le,4.55,l,32.654,-115.601,15,C,9738986,17,0
49729,67,1/7/81,42:30.0,re,4.24,l,37,-122,6,D,12250199,16,0
51516,1854,4/19/81,02:10.6,le,4.14,l,35.826,-117.756,6,C,514608,69,0
51517,1855,4/19/81,02:50.5,le,4.7,l,35.816,-117.816,6,C,514609,27,0
51520,1858,4/19/81,19:56.9,le,4.03,l,35.837,-117.755,6,C,514606,101,0
52168,2506,4/26/81,09:28.3,le,5.75,l,33.096,-115.624,18.8,A,514869,81,0
52178,2516,4/26/81,40:42.0,le,4.17,l,32.961,-115.724,6,C,3266026,15,0
54219,4557,6/8/81,09:02.1,re,4.14,l,36.798,-121.683,6,D,517358,69,0
54667,5005,6/22/81,57:47.2,le,4.02,l,35.098,-118.504,1.3,A,518117,98,0
55255,5593,7/11/81,50:29.5,le,4.12,l,32.643,-118.036,15,C,519111,47,0
56772,7110,9/4/81,50:48.7,le,5.45,l,33.557,-119.12,6,C,522177,121,0
58312,8650,10/23/81,28:16.4,le,4.76,l,33.59,-119.004,10,C,526000,93,0
58320,8658,10/23/81,15:52.2,le,4.61,l,33.618,-119.017,14.8,A,526013,97,0
58886,9224,11/10/81,34:35.7,le,4.71,l,35.011,-119.133,8,A,526822,135,0
58888,9226,11/10/81,37:04.7,le,4.19,c,35.013,-119.178,1.7,A,526823,62,0
61877,1528,3/1/82,10:22.7,le,4.02,l,35.742,-117.724,6,D,3008902,8,0
62156,1807,3/7/82,50:12.9,le,4.32,l,35.76,-117.733,4,C,106907,77,0
62157,1808,3/7/82,51:00.7,le,4.62,l,35.747,-117.766,6,C,106913,5,0
62782,2433,3/22/82,53:28.5,le,4.48,l,33.052,-116.204,12.3,A,527598,79,0
62786,2437,3/22/82,00:40.0,le,4.07,l,33.24,-116.169,12.9,D,527602,7,0
63011,2662,3/29/82,08:25.3,le,4.2,c,32.974,-115.915,2.4,C,527930,11,0
63603,3254,4/13/82,02:12.4,le,4.01,l,34.063,-118.97,12.1,A,528652,96,0
65711,5362,5/25/82,44:30.3,le,4.36,l,33.546,-118.206,12.6,A,531265,88,0
66423,6074,6/15/82,49:21.3,le,4.81,l,33.549,-116.677,13.1,A,532392,120,0
66433,6084,6/16/82,03:02.0,le,4.19,c,33.574,-116.663,9,C,532532,7,0
66896,6547,6/19/82,17:33.3,re,4.09,l,36.576,-121.068,6,D,533052,8,0
67111,6762,6/25/82,58:23.9,re,4.19,l,35.974,-120.488,6,D,504481,12,0
68957,8608,8/31/82,11:03.6,re,4.23,l,36.624,-121.763,6,D,507166,30,0
69075,8726,9/5/82,21:26.4,le,4.13,l,32.938,-115.845,10.6,A,507363,53,0
69758,9409,9/29/82,21:01.3,le,4.17,l,35.753,-117.75,4.6,A,508302,80,0
69862,9513,9/30/82,38:10.8,le,4.11,l,35.75,-117.748,6.6,A,508312,86,0
69955,9606,10/1/82,29:01.7,le,5.12,c,35.743,-117.756,3.8,A,508442,41,0
70258,9909,10/1/82,10:00.0,re,4.22,l,35.74,-117.75,4.6,C,3015218,3,0
70259,9910,10/1/82,10:21.9,le,4.25,l,35.725,-117.76,4.6,A,508445,66,0
70260,9911,10/1/82,11:28.8,le,4.1,l,35.719,-117.761,6.7,C,508446,16,0
72312,11963,10/25/82,26:04.2,re,5.55,l,36.291,-120.404,6,C,509322,136,0
72317,11968,10/25/82,12:18.0,re,4.31,l,36.311,-120.397,6,C,511907,35,0
72902,12553,11/10/82,21:25.6,le,4.09,l,34.058,-116.667,11.4,A,510043,181,0
74237,13888,12/31/82,07:23.4,le,4.04,l,35.809,-117.737,6,A,503703,97,0
74689,310,1/4/83,03:05.1,le,4.03,l,35.812,-117.733,4.6,A,503705,168,0
75205,826,1/8/83,19:30.5,le,4.02,l,34.133,-117.453,7.8,A,503897,119,0
76432,2053,2/5/83,01:25.1,re,4.08,l,36.645,-121.118,6,C,1101387,13,0
77149,2770,2/22/83,18:29.9,le,4.38,l,33.037,-117.952,6,C,1100586,84,0
79059,4680,5/2/83,42:37.8,re,6.07,l,36.232,-120.312,10.2,D,1105860,16,0
79060,4681,5/2/83,46:00.4,re,5.57,l,36.23,-120.3,6,D,12327415,4,0
79062,4683,5/2/83,54:49.0,re,4.1,l,36.25,-120.3,6,Z,12327423,0,0
79063,4684,5/2/83,55:29.5,re,4.08,l,36.101,-120.2,6,C,1105861,18,0
79067,4688,5/3/83,09:22.9,re,4.09,l,36.13,-120.291,6,C,1105864,17,0
79073,4694,5/3/83,17:59.3,re,4.34,l,36.067,-120.309,6,C,12327451,9,0
79077,4698,5/3/83,39:46.9,re,4.21,l,36.116,-120.335,6,C,12327463,11,0
79082,4703,5/3/83,57:45.9,re,4.66,l,36.112,-120.27,6,C,12327475,14,0
79088,4709,5/3/83,41:46.7,re,4.12,l,36.062,-120.185,6,C,1105883,17,0
79097,4718,5/3/83,32:31.5,re,4.52,l,36.254,-120.412,6,C,12327523,13,0
79103,4724,5/3/83,04:46.8,re,4.37,l,36.187,-120.412,6,C,1105982,19,0
79116,4737,5/3/83,55:02.9,re,4.42,l,36.139,-120.174,6,D,1106017,17,0
79135,4756,5/3/83,26:56.2,re,4.06,l,36.225,-120.321,6,C,1106084,17,0
79139,4760,5/3/83,41:42.3,re,4.62,l,36.19,-120.302,6,C,1106098,14,0
79189,4810,5/4/83,28:39.0,re,4.49,l,36.219,-120.276,6,C,1106310,17,0
79206,4827,5/4/83,11:18.7,re,4.22,l,36.229,-120.419,6,C,1106387,18,0
79249,4870,5/5/83,20:44.4,re,4.36,l,36.273,-120.286,6,C,1106571,16,0
79402,5023,5/9/83,49:11.6,re,5.18,l,36.211,-120.218,6,C,1107075,15,0
79405,5026,5/9/83,26:37.5,re,4.71,l,36.2,-120.25,6,C,1107082,18,0
79900,5521,5/24/83,02:18.3,re,4.62,l,36.245,-120.279,6,C,1108420,15,0
80337,5958,6/7/83,18:38.2,re,4.14,l,36.134,-120.153,6,C,2216613,9,0
80496,6117,6/11/83,09:53.8,re,5.03,l,36.278,-120.456,6,C,2216999,11,0
80923,6544,6/29/83,08:35.4,le,4.65,l,32.535,-117.418,10,C,2218291,92,0
81117,6738,7/9/83,40:52.3,re,4.9,l,36.059,-120.379,6,C,12328131,10,0
81217,6838,7/13/83,16:48.4,le,4.14,l,33.205,-115.546,6,C,10115,51,0
81563,7184,7/22/83,39:55.6,re,5.67,l,36.205,-120.433,15,C,11039,80,0
81564,7185,7/22/83,49:10.7,re,4.41,c,36.24,-120.39,8.7,B,11040,36,0
81585,7206,7/22/83,29:02.3,re,4.07,l,36.223,-120.426,5.7,C,11069,32,0
81590,7211,7/22/83,43:03.3,re,5.13,l,36.191,-120.432,17.8,B,11072,96,0
81896,7517,7/25/83,31:40.1,re,5.33,l,36.232,-120.339,6,C,11801,22,0
82547,8168,8/12/83,02:35.1,re,4.1,l,36.159,-120.051,6,C,16496,15,0
82599,8220,8/14/83,43:36.4,re,4.05,l,36.245,-120.359,0.3,C,18708,29,0
83042,8663,8/29/83,10:29.0,re,5.15,l,35.757,-121.521,6,C,20839,19,0
83342,8963,9/9/83,16:14.1,re,5.19,l,36.236,-120.231,1,C,21420,45,0
83421,9042,9/11/83,48:07.4,re,4.69,l,36.241,-120.355,9.2,B,21537,55,0
84911,10532,10/21/83,44:13.5,le,4.52,l,35.92,-118.333,1.5,A,19003,63,0
88408,14029,12/21/83,04:08.4,re,4.02,l,36.106,-120.171,14,B,27526,39,0
91023,2177,2/19/84,43:10.6,re,4.4,l,36.274,-120.331,7.4,C,31977,15,0
91462,2616,2/29/84,07:31.7,le,4.23,l,33.136,-116.071,6.6,C,32665,67,0
94044,5198,4/13/84,28:35.6,le,4.15,l,32.088,-115.765,6,C,36592,26,0
95502,6656,5/7/84,32:32.8,le,4.26,l,34.661,-119.973,9.9,C,39006,60,0
95548,6702,5/8/84,21:13.1,re,4.12,l,36.219,-120.264,15.3,C,39088,19,0
96692,7846,5/31/84,30:48.6,le,4.05,l,32.348,-115.215,6,C,41252,30,0
97148,8302,6/12/84,27:52.4,le,4.04,l,34.541,-118.989,11.7,C,41122,112,0
97559,8713,6/20/84,28:06.3,le,4.05,l,34.918,-120.8,6,C,41883,27,0
99576,10730,8/6/84,14:36.6,le,4.21,l,33.976,-116.713,14.2,A,46741,46,0
101449,12603,9/7/84,03:13.4,le,4.31,l,32.945,-117.806,6,C,50099,39,0
101480,12634,9/7/84,57:30.3,le,4.07,l,33.46,-116.37,15.2,B,512856,18,0
102869,14023,10/10/84,22:58.9,le,4.5,l,33.138,-116.501,11.7,A,51982,81,0
103567,14721,10/25/84,36:02.4,le,4.53,l,34.737,-120.147,6,C,52453,21,0
103639,14793,10/26/84,20:43.5,le,4.56,l,34.016,-118.988,13.3,A,53124,77,0
106813,76,1/3/85,45:22.8,re,4.17,l,36.176,-120.337,6,C,57812,16,0
106818,81,1/3/85,22:28.0,re,4.01,l,36.176,-120.322,7.8,B,57913,26,0
108883,2146,2/8/85,58:16.9,le,4.61,l,35.457,-118.906,6,C,58486,88,0
111736,4999,4/3/85,04:50.1,le,4.07,l,34.38,-119.038,24.9,A,61973,117,0
113357,6620,5/6/85,14:33.0,le,4.41,l,35.297,-119.346,24.4,A,64604,131,0
113607,6870,5/11/85,59:23.1,re,4.2,l,36.212,-120.207,6,C,65000,43,0
117371,10634,7/18/85,05:25.8,le,4.02,l,34.422,-116.542,6,C,70912,67,0
118121,11384,8/4/85,29:15.4,re,4.28,l,36.145,-120.052,6,C,69892,94,0
118122,11385,8/4/85,29:24.5,re,4.31,l,36.091,-120.208,6,D,127289,8,0
118126,11389,8/4/85,01:56.0,re,5.66,l,36.151,-120.049,6,C,69717,57,0
118181,11444,8/4/85,15:39.5,re,4.34,l,36.052,-119.978,6,C,108420,77,0
118273,11536,8/5/85,45:38.3,re,4.33,l,36.131,-119.997,6,C,108618,58,0
118359,11622,8/7/85,16:03.5,re,4.33,l,36.027,-120.056,6,C,108769,69,0
118821,12084,8/16/85,51:21.2,le,4.06,l,36.205,-117.866,5,A,109668,80,0
119157,12420,8/22/85,21:44.6,le,4.35,l,35.892,-117.734,3.5,A,533455,26,0
121638,14901,10/2/85,44:12.5,le,4.58,l,34.023,-117.245,15.2,A,107945,186,0
121970,15233,10/8/85,17:42.2,re,4.04,l,36.176,-120.172,6,C,122726,59,0
124037,17300,11/24/85,21:40.1,re,4.35,l,36.017,-120.879,6,C,132434,55,0
128336,2750,3/10/86,33:16.3,le,4.14,l,34.402,-119.802,18,C,118360,103,0
132491,6905,6/24/86,13:02.3,le,4.28,l,32.149,-115.109,6,C,700298,42,0
132820,7234,7/8/86,20:44.6,le,5.65,l,33.999,-116.608,10.3,A,700917,163,0
132822,7236,7/8/86,24:12.8,le,4.2,l,34.032,-116.654,9.1,C,700919,14,0
132893,7307,7/8/86,09:02.9,le,4.29,l,33.977,-116.579,8.1,A,700934,114,0
132906,7320,7/8/86,22:39.4,le,4.3,l,34.028,-116.627,10.9,A,748481,28,0
133258,7672,7/8/86,36:20.1,le,4.07,l,34.016,-116.615,11.7,A,701105,91,0
133349,7763,7/9/86,12:32.1,le,4.11,l,33.976,-116.567,8.7,A,701181,114,0
134183,8597,7/12/86,45:27.5,le,4.05,l,33.986,-116.652,6.6,A,701985,103,0
134399,8813,7/13/86,47:08.2,le,5.45,l,32.971,-117.874,6,C,127298,105,0
134412,8826,7/13/86,01:33.1,le,4.37,l,32.993,-117.843,6,C,127300,44,0
134590,9004,7/14/86,32:46.0,le,4.14,l,32.963,-117.82,6,C,601649,66,0
135158,9572,7/17/86,35:15.0,le,4.46,l,33.989,-116.647,6.7,A,702983,113,0
135169,9583,7/17/86,54:45.1,le,4.43,l,33.993,-116.647,7.3,A,702997,146,0
135677,10091,7/21/86,29:31.0,le,4.02,l,33.005,-117.815,6,C,602813,46,0
136322,10736,7/29/86,17:41.6,le,4.31,l,32.934,-117.841,6,C,603888,84,0
136429,10843,7/30/86,51:13.1,le,4.15,l,32.985,-117.801,6,C,604030,66,0
136438,10852,7/31/86,06:19.9,le,4.04,h,32.972,-117.829,6,C,705123,8,0
139907,14321,9/30/86,52:11.9,le,4.18,l,32.99,-117.798,6,C,608328,54,0
140960,15374,10/29/86,38:15.3,le,4.48,l,32.604,-117.144,15.3,A,711952,98,0
143453,794,2/7/87,45:14.9,le,5.38,l,32.388,-115.305,6,C,716756,29,0
143490,831,2/7/87,59:34.7,le,4.16,l,32.376,-115.33,6,C,129712,20,0
143496,837,2/7/87,25:39.0,le,4.2,l,32.393,-115.337,6,C,716796,35,0
143748,1089,2/14/87,54:16.9,re,4.19,l,35.973,-120.698,6,C,717249,15,0
143751,1092,2/14/87,26:53.4,re,4.63,l,35.964,-120.701,6,C,717253,36,0
145630,2971,4/30/87,24:23.0,re,4.07,l,36.841,-121.256,6,D,721452,11,0
145910,3251,5/11/87,10:10.2,le,4.12,l,34.311,-116.918,5.3,A,721973,139,0
150065,7406,10/1/87,42:20.0,le,5.9,w,34.061,-118.079,9.5,A,731691,178,0
150068,7409,10/1/87,45:41.5,le,4.7,l,34.049,-118.1,13.6,A,624578,33,0
150069,7410,10/1/87,48:03.1,le,4.11,l,34.076,-118.09,11.7,A,731693,55,0
150071,7412,10/1/87,49:05.9,le,4.75,l,34.06,-118.1,11.7,A,624580,47,0
150089,7430,10/1/87,12:31.8,le,4.62,l,34.052,-118.091,10.8,A,134294,164,0
150131,7472,10/1/87,59:53.6,le,4.02,l,34.05,-118.087,10.4,A,731717,128,0
150402,7743,10/4/87,59:38.2,le,5.25,l,34.074,-118.098,8.3,A,732031,189,0
151135,8476,10/24/87,58:33.1,le,4.03,l,33.676,-119.058,12.2,A,733642,95,0
152016,9357,11/24/87,32:48.1,le,4.18,l,33.067,-115.781,4,A,735661,56,0
152022,9363,11/24/87,53:03.2,le,4.03,l,33.072,-115.782,4.2,A,134849,51,0
152023,9364,11/24/87,54:14.7,le,6.2,w,33.09,-115.792,10.8,A,134894,47,0
152036,9377,11/24/87,14:35.5,le,4.54,l,33.036,-115.82,4.7,A,735670,54,0
152037,9378,11/24/87,15:23.2,le,4.82,l,33.048,-115.798,5,A,134901,11,0
152038,9379,11/24/87,16:47.1,le,4.08,l,33.05,-115.8,6,C,135124,3,0
152058,9399,11/24/87,53:00.7,le,4.66,l,33.04,-115.812,3.5,A,627860,59,0
152324,9665,11/24/87,15:56.7,le,6.6,w,33.015,-115.852,11.2,A,628016,72,0
152325,9666,11/24/87,18:48.9,le,4.17,l,33.014,-115.815,6,C,135136,3,0
152331,9672,11/24/87,33:00.6,le,4.39,l,32.997,-115.885,6,C,134914,32,0
152332,9673,11/24/87,33:55.8,le,4.34,l,33.13,-115.875,1,C,735841,19,0
152333,9674,11/24/87,34:39.9,le,4.71,l,32.942,-115.764,14.1,B,134915,17,0
152342,9683,11/24/87,53:41.0,le,4.18,l,32.991,-115.835,1.3,A,735846,19,0
152368,9709,11/24/87,36:30.0,le,4.13,l,33.043,-115.803,1,C,628041,48,0
152513,9854,11/24/87,50:40.3,le,4.14,l,33.017,-115.881,0,A,628102,24,0
153051,10392,11/25/87,54:09.0,le,4.04,l,32.979,-115.816,0.6,A,736235,45,0
153479,10820,11/26/87,39:02.0,le,4.53,l,33.029,-115.888,1.8,A,736607,40,0
153601,10942,11/27/87,10:10.5,le,4.47,l,32.996,-115.816,6.1,B,134937,35,0
153799,11140,11/28/87,39:10.9,le,4.2,l,32.98,-115.809,1.1,A,736919,55,0
154377,11718,12/2/87,03:06.2,le,4.57,l,32.995,-115.813,1.7,A,737585,55,0
155307,12648,12/15/87,23:46.1,le,4.02,l,35.372,-118.774,3.2,A,630677,112,0
157321,1085,1/28/88,54:02.3,le,4.67,l,32.919,-115.678,3.7,A,742130,76,0
157721,1485,2/11/88,25:55.7,le,4.69,l,34.077,-118.047,12.5,A,743060,135,0
158051,1815,2/22/88,43:13.9,le,4.2,l,35.546,-119.676,6,C,743909,83,0
158300,2064,2/28/88,52:52.3,le,4.08,l,32.635,-115.838,7.1,A,744432,60,0
159140,2904,3/23/88,42:47.0,le,4.01,l,34.25,-119.622,17.6,A,136023,113,0
159538,3302,4/4/88,42:00.0,re,4.34,l,36.336,-120.354,6,C,747261,37,0
159539,3303,4/4/88,45:47.4,re,4.04,l,36.373,-120.363,6,C,747262,37,0
160752,4516,5/17/88,38:38.0,le,4.26,l,33.24,-116.247,8.3,A,639478,74,0
161401,5165,6/10/88,06:43.0,le,5.37,l,34.943,-118.743,6.8,A,640798,120,0
161914,5678,6/26/88,04:58.5,le,4.66,l,34.136,-117.709,7.9,A,136984,134,0
162093,5857,7/2/88,26:58.2,le,4.4,l,33.483,-116.439,12.6,A,642247,58,0
162234,5998,7/5/88,18:47.9,le,4.4,l,36.426,-118.025,6,C,642493,101,0
164142,7906,9/12/88,24:34.2,le,4.04,l,33.867,-118.457,3.4,A,1008955,74,0
165475,9239,10/19/88,47:54.5,le,4.18,l,33.181,-115.604,0.4,A,648343,47,0
166068,9832,11/20/88,39:28.7,le,4.83,l,33.507,-118.071,6,C,1013254,105,0
166502,10266,12/3/88,38:26.4,le,5.02,l,34.151,-118.13,14.3,A,650799,187,0
166852,10616,12/16/88,53:04.0,le,5.03,l,33.979,-116.681,8.1,A,651401,171,0
167544,236,1/9/89,01:18.1,le,4.05,l,34.513,-120.702,6,C,1017510,38,0
167715,407,1/15/89,39:55.1,le,4.29,l,32.948,-117.736,6,C,1018298,52,0
167814,506,1/19/89,53:28.8,le,4.96,l,33.919,-118.627,11.9,A,1018595,165,0
168782,1474,2/14/89,43:54.7,le,4.1,l,35.043,-119.156,13.8,A,1020974,65,0
168890,1582,2/18/89,17:04.8,le,4.05,l,34.006,-117.738,3.3,A,1021313,145,0
169472,2164,3/6/89,16:47.6,le,4.58,l,33.181,-115.599,1,A,1022950,38,0
170273,2965,3/29/89,29:49.5,le,4.31,l,34.914,-118.992,14.3,A,1025141,117,0
170547,3239,4/7/89,07:30.3,le,4.8,l,33.619,-117.902,12.8,A,657729,142,0
172462,5154,6/4/89,33:59.7,le,4.29,l,34.597,-116.839,1.9,A,1031507,122,0
172656,5348,6/12/89,57:18.5,le,4.82,l,34.028,-118.18,15.6,A,1032113,142,0
172657,5349,6/12/89,22:25.5,le,4.47,l,34.022,-118.178,15.5,A,661481,139,0
177897,10589,12/1/89,37:43.1,re,4.07,l,36.672,-121.449,6,D,1047247,27,0
177968,10660,12/2/89,16:47.9,le,4.42,l,33.646,-116.742,14.5,A,671917,126,0
178172,10864,12/10/89,20:40.3,re,4.53,h,35.636,-121.642,6,D,1047822,8,0
178394,11086,12/18/89,27:04.5,le,4.14,l,33.734,-116.024,9.9,A,672565,69,0
178732,11424,12/28/89,41:08.2,le,4.23,l,34.192,-117.386,14.6,A,140477,145,0
179202,326,1/11/90,22:10.3,le,4.01,l,35.225,-118.215,3.6,A,1049754,107,0
179267,391,1/12/90,10:23.2,re,4.14,l,36.459,-120.749,6,C,1049870,37,0
180332,1456,2/18/90,52:59.9,le,4.29,l,33.509,-116.452,9.2,A,1052624,89,0
180739,1863,2/28/90,43:36.8,le,5.51,l,34.144,-117.697,4.5,A,1053635,120,0
180782,1906,3/1/90,34:57.1,le,4.03,l,34.127,-117.701,4.4,A,1053648,83,0
180844,1968,3/1/90,23:03.0,le,4.72,l,34.153,-117.72,11.4,A,676027,158,0
